No.,Time,Source,Destination,Protocol,Length,Info
914,318.883016,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
915,319.01,::209:9:9:9,::201:1:1:1,UDP,53,8214  >  8214 Len=4
916,319.012728,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
917,319.14,::209:9:9:9,::201:1:1:1,UDP,54,8214  >  8214 Len=4
918,319.14276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
919,319.45,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
920,319.47,00:07:00:07:00:07:00:07,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
921,319.48,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
922,319.52,00:0c:00:0c:00:0c:00:0c,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: BebIndus_0c:00:0c:00:0c"
923,319.86,::201:1:1:1,::209:9:9:9,UDP,53,8214  >  8214 Len=4
924,319.862728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
925,319.9,::201:1:1:1,::209:9:9:9,UDP,62,8214  >  8214 Len=4
926,319.903016,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
927,320.03,::209:9:9:9,::201:1:1:1,UDP,53,8214  >  8214 Len=4
928,320.032728,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
929,320.16,::209:9:9:9,::201:1:1:1,UDP,54,8214  >  8214 Len=4
930,320.16276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
931,320.87,::201:1:1:1,::208:8:8:8,UDP,53,8214  >  8214 Len=4
932,320.872728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
933,320.91,::201:1:1:1,::208:8:8:8,UDP,62,8214  >  8214 Len=4
934,320.913016,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
935,321.04,::208:8:8:8,::201:1:1:1,UDP,53,8214  >  8214 Len=4
936,321.042728,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
937,321.18,::208:8:8:8,::201:1:1:1,UDP,54,8214  >  8214 Len=4
938,321.18276,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
939,321.89,::201:1:1:1,::204:4:4:4,UDP,45,8214  >  8214 Len=4
940,321.892472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
941,322.03,::204:4:4:4,::201:1:1:1,UDP,45,8214  >  8214 Len=4
942,322.032472,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
943,322.9,::201:1:1:1,::20e:e:e:e,UDP,69,8214  >  8214 Len=4
944,322.90324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
945,322.94,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
946,322.943528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
947,322.98,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
948,322.983528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
949,323.01,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
950,323.013528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
951,323.15,::20e:e:e:e,::201:1:1:1,UDP,53,8214  >  8214 Len=4
952,323.152728,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
953,323.28,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
954,323.283016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
955,323.39,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
956,323.4,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
957,323.46,00:09:00:09:00:09:00:09,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
958,323.5,00:0d:00:0d:00:0d:00:0d,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: SeawayNe_0d:00:0d:00:0d"
959,323.52,00:0f:00:0f:00:0f:00:0f,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Legra_0f:00:0f:00:0f"
960,323.93,::201:1:1:1,::208:8:8:8,UDP,53,8214  >  8214 Len=4
961,323.932728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
962,323.97,::201:1:1:1,::208:8:8:8,UDP,62,8214  >  8214 Len=4
963,323.973016,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
964,324.1,::208:8:8:8,::201:1:1:1,UDP,53,8214  >  8214 Len=4
965,324.102728,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
966,324.24,::208:8:8:8,::201:1:1:1,UDP,54,8214  >  8214 Len=4
967,324.24276,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
968,324.94,::201:1:1:1,::20f:f:f:f,UDP,69,8214  >  8214 Len=4
969,324.94324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
970,324.98,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
971,324.983528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
972,325.02,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
973,325.023528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
974,325.06,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
975,325.063528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
976,325.19,::20f:f:f:f,::201:1:1:1,UDP,53,8214  >  8214 Len=4
977,325.192728,,00:0f:00:0f:00:0f:00:0f,IEEE 802.15.4,19,"Ack, Dst: Legra_0f:00:0f:00:0f"
978,325.32,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
979,325.323016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
980,325.62,fe80::208:8:8:8,fe80::203:3:3:3,ICMPv6,102,RPL Control (DODAG Information Object)
981,325.624296,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
982,325.97,::201:1:1:1,::208:8:8:8,UDP,53,8214  >  8214 Len=4
983,325.972728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
984,326.01,::201:1:1:1,::208:8:8:8,UDP,62,8214  >  8214 Len=4
985,326.013016,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
986,326.14,::208:8:8:8,::201:1:1:1,UDP,53,8214  >  8214 Len=4
987,326.142728,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
988,326.28,::208:8:8:8,::201:1:1:1,UDP,54,8214  >  8214 Len=4
989,326.28276,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
990,326.98,::201:1:1:1,::20f:f:f:f,UDP,69,8214  >  8214 Len=4
991,326.98324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
992,327.02,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
993,327.023528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
994,327.06,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
995,327.063528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
996,327.1,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
997,327.103528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
998,327.23,::20f:f:f:f,::201:1:1:1,UDP,53,8214  >  8214 Len=4
999,327.232728,,00:0f:00:0f:00:0f:00:0f,IEEE 802.15.4,19,"Ack, Dst: Legra_0f:00:0f:00:0f"
1000,327.35,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
1001,327.36,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1002,327.363016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1003,327.38,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
1004,327.4,00:06:00:06:00:06:00:06,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: ToshibaT_06:00:06:00:06"
1005,327.44,00:0a:00:0a:00:0a:00:0a,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Mediatek_0a:00:0a:00:0a"
1006,327.45,00:0b:00:0b:00:0b:00:0b,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: FujianSt_0b:00:0b:00:0b"
1007,327.48,00:0e:00:0e:00:0e:00:0e,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Atrie_0e:00:0e:00:0e"
1008,327.84,::201:1:1:1,::208:8:8:8,UDP,53,8214  >  8214 Len=4
1009,327.842728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1010,327.88,::201:1:1:1,::208:8:8:8,UDP,62,8214  >  8214 Len=4
1011,327.883016,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1012,328.01,::208:8:8:8,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1013,328.012728,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1014,328.15,::208:8:8:8,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1015,328.15276,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1016,328.86,::201:1:1:1,::20d:d:d:d,UDP,61,8214  >  8214 Len=4
1017,328.862984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1018,328.9,::201:1:1:1,::20d:d:d:d,UDP,70,8214  >  8214 Len=4
1019,328.903272,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1020,328.95,::201:1:1:1,::20d:d:d:d,UDP,70,8214  >  8214 Len=4
1021,328.953272,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1022,329.07,::20d:d:d:d,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1023,329.072728,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
1024,329.87,::201:1:1:1,::206:6:6:6,UDP,53,8214  >  8214 Len=4
1025,329.872728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1026,329.9,::201:1:1:1,::206:6:6:6,UDP,62,8214  >  8214 Len=4
1027,329.903016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1028,330.04,::206:6:6:6,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1029,330.042728,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
1030,330.19,::206:6:6:6,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1031,330.19276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1032,330.41,fe80::207:7:7:7,fe80::206:6:6:6,ICMPv6,102,RPL Control (DODAG Information Object)
1033,330.414296,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1034,330.46,fe80::207:7:7:7,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
1035,330.59,fe80::20c:c:c:c,fe80::207:7:7:7,ICMPv6,102,RPL Control (DODAG Information Object)
1036,330.594296,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1037,330.89,::201:1:1:1,::20f:f:f:f,UDP,69,8214  >  8214 Len=4
1038,330.89324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1039,330.93,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1040,330.933528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1041,330.97,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1042,330.973528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1043,331.01,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1044,331.013528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1045,331.14,::20f:f:f:f,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1046,331.142728,,00:0f:00:0f:00:0f:00:0f,IEEE 802.15.4,19,"Ack, Dst: Legra_0f:00:0f:00:0f"
1047,331.27,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1048,331.273016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1049,331.36,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
1050,331.38,00:07:00:07:00:07:00:07,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
1051,331.39,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
1052,331.47,00:10:00:10:00:10:00:10,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: CableTel_10:00:10:00:10"
1053,331.91,::201:1:1:1,::203:3:3:3,UDP,45,8214  >  8214 Len=4
1054,331.912472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1055,332.06,::203:3:3:3,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1056,332.062472,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1057,332.94,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
1058,332.94324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1059,332.98,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1060,332.983528,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1061,333.02,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1062,333.023528,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1063,333.06,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1064,333.063528,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1065,333.19,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1066,333.192728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
1067,333.32,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1068,333.323016,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1069,333.96,::201:1:1:1,::210:10:10:10,UDP,69,8214  >  8214 Len=4
1070,333.96324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1071,334,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1072,334.003528,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1073,334.04,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1074,334.043528,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1075,334.08,::201:1:1:1,::210:10:10:10,UDP,78,8214  >  8214 Len=4
1076,334.083528,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1077,334.21,::210:10:10:10,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1078,334.212728,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
1079,334.34,::210:10:10:10,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1080,334.343016,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1081,334.98,::201:1:1:1,::204:4:4:4,UDP,45,8214  >  8214 Len=4
1082,334.982472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1083,335.12,::204:4:4:4,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1084,335.122472,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1085,335.3,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
1086,335.4,00:0c:00:0c:00:0c:00:0c,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: BebIndus_0c:00:0c:00:0c"
1087,335.41,00:0d:00:0d:00:0d:00:0d,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: SeawayNe_0d:00:0d:00:0d"
1088,335.83,::201:1:1:1,::20d:d:d:d,UDP,61,8214  >  8214 Len=4
1089,335.832984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1090,335.87,::201:1:1:1,::20d:d:d:d,UDP,70,8214  >  8214 Len=4
1091,335.873272,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1092,335.92,::201:1:1:1,::20d:d:d:d,UDP,70,8214  >  8214 Len=4
1093,335.923272,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1094,336.04,::20d:d:d:d,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1095,336.042728,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
1096,336.84,::201:1:1:1,::203:3:3:3,UDP,45,8214  >  8214 Len=4
1097,336.842472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1098,336.99,::203:3:3:3,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1099,336.992472,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1100,337.18,fe80::202:2:2:2,fe80::203:3:3:3,ICMPv6,102,RPL Control (DODAG Information Object)
1101,337.184296,,00:02:00:02:00:02:00:02,IEEE 802.15.4,19,"Ack, Dst: NetSys_02:00:02:00:02"
1102,337.88,::201:1:1:1,::209:9:9:9,UDP,53,8214  >  8214 Len=4
1103,337.882728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1104,337.92,::201:1:1:1,::209:9:9:9,UDP,62,8214  >  8214 Len=4
1105,337.923016,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1106,338.05,::209:9:9:9,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1107,338.052728,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
1108,338.18,::209:9:9:9,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1109,338.18276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1110,338.88,::201:1:1:1,::207:7:7:7,UDP,53,8214  >  8214 Len=4
1111,338.882728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1112,338.92,::201:1:1:1,::207:7:7:7,UDP,62,8214  >  8214 Len=4
1113,338.923016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1114,339.05,::207:7:7:7,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1115,339.052728,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1116,339.2,::207:7:7:7,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1117,339.20276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1118,339.28,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
1119,339.29,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
1120,339.31,00:06:00:06:00:06:00:06,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: ToshibaT_06:00:06:00:06"
1121,339.34,00:09:00:09:00:09:00:09,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
1122,339.36,00:0b:00:0b:00:0b:00:0b,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: FujianSt_0b:00:0b:00:0b"
1123,339.39,00:0e:00:0e:00:0e:00:0e,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Atrie_0e:00:0e:00:0e"
1124,339.4,00:0f:00:0f:00:0f:00:0f,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Legra_0f:00:0f:00:0f"
1125,339.9,::201:1:1:1,::20f:f:f:f,UDP,69,8214  >  8214 Len=4
1126,339.90324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1127,339.94,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1128,339.943528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1129,339.98,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1130,339.983528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1131,340.02,::201:1:1:1,::20f:f:f:f,UDP,78,8214  >  8214 Len=4
1132,340.023528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1133,340.15,::20f:f:f:f,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1134,340.152728,,00:0f:00:0f:00:0f:00:0f,IEEE 802.15.4,19,"Ack, Dst: Legra_0f:00:0f:00:0f"
1135,340.28,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1136,340.283016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1137,340.94,::201:1:1:1,::205:5:5:5,UDP,45,8214  >  8214 Len=4
1138,340.942472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1139,341.07,::205:5:5:5,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1140,341.072472,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1141,341.93,::201:1:1:1,::202:2:2:2,UDP,45,8214  >  8214 Len=4
1142,341.932472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1143,342.09,::202:2:2:2,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1144,342.092472,,00:02:00:02:00:02:00:02,IEEE 802.15.4,19,"Ack, Dst: NetSys_02:00:02:00:02"
1145,342.98,::201:1:1:1,::209:9:9:9,UDP,53,8214  >  8214 Len=4
1146,342.982728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1147,343.02,::201:1:1:1,::209:9:9:9,UDP,62,8214  >  8214 Len=4
1148,343.023016,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1149,343.15,::209:9:9:9,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1150,343.152728,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
1151,343.23,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
1152,343.28,::209:9:9:9,::201:1:1:1,UDP,54,8214  >  8214 Len=4
